Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots,ShotsOnTarget,ShotsOnTarget_pct,Passes,PassesAccurate,PassAccuracy_pct,Possession_pct,Losses,Losses_Low,Losses_Medium,Losses_High,Recoveries,Recoveries_Low,Recoveries_Medium,Recoveries_High,Duels,DuelsWon,DuelsWon_pct,ShotsOutsideBox,ShotsOutsideBox_OnTarget,ShotsOutsideBox_OnTarget_pct,PositionalAttacks,PositionalAttacks_withShots,PositionalAttacks_withShots_pct,Counterattacks,Counterattacks_withShots,Counterattacks_withShots_pct,SetPieces,SetPieces_withShots,SetPieces_withShots_pct,Corners,Corners_withShots,Corners_withShots_pct,FreeKicks,FreeKicks_withShots,FreeKicks_withShots_pct,Penalties,Penalties_Converted,Penalties_Converted_pct,Crosses,CrossesAccurate,CrossesAccurate_pct,DeepCompletedCrosses,DeepCompletedPasses,PenaltyAreaEntries,PenaltyAreaEntries_Runs,PenaltyAreaEntries_Crosses,TouchesInPenaltyArea,OffensiveDuels,OffensiveDuelsWon,OffensiveDuelsWon_pct,Offsides,ConcededGoals,ShotsAgainst,ShotsAgainstOnTarget,ShotsAgainstOnTarget_pct,DefensiveDuels,DefensiveDuelsWon,DefensiveDuelsWon_pct,AerialDuels,AerialDuelsWon,AerialDuelsWon_pct,SlidingTackles,SlidingTacklesSuccessful,SlidingTacklesSuccessful_pct,Interceptions,Clearances,Fouls,YellowCards,RedCards,ForwardPasses,ForwardPassesAccurate,ForwardPassesAccurate_pct,BackPasses,BackPassesAccurate,BackPassesAccurate_pct,LateralPasses,LateralPassesAccurate,LateralPassesAccurate_pct,LongPasses,LongPassesAccurate,LongPassesAccurate_pct,PassesToFinalThird,PassesToFinalThirdAccurate,PassesToFinalThirdAccurate_pct,ProgressivePasses,ProgressivePassesAccurate,ProgressivePassesAccurate_pct,SmartPasses,SmartPassesAccurate,SmartPassesAccurate_pct,ThrowIns,ThrowInsAccurate,ThrowInsAccurate_pct,GoalKicks,MatchTempo,AvgPassesPerPossession,LongPass_pct,AvgShotDistance,AvgPassLength,PPDA,Result,GoalsFor,GoalsAgainst,HomeAway,Opponent,Season,xG_diff
2023-10-28,St John's Red Storm - Creighton Bluejays 2:2,United States. NCAA D1 Big East,104.0,Creighton Bluejays,3-4-1-2 (100.0%),2.0,2.66,12.0,6.0,50.0,531.0,433.0,81.54,60.1,139.0,31.0,44.0,64.0,93.0,50.0,26.0,17.0,239.0,121.0,50.63,0.0,0.0,0.0,38.0,9.0,23.68,1.0,1.0,100.0,23.0,2.0,8.7,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,18.0,4.0,22.22,4.0,9.0,29.0,8.0,4.0,32.0,79.0,30.0,37.97,1.0,2.0,19.0,6.0,31.58,88.0,60.0,68.18,45.0,22.0,48.89,10.0,6.0,60.0,44.0,27.0,9.0,4.0,0.0,195.0,132.0,67.69,74.0,68.0,91.89,202.0,184.0,91.09,74.0,39.0,52.7,68.0,39.0,57.35,97.0,72.0,74.23,4.0,3.0,75.0,29.0,28.0,96.55,11.0,16.17,3.99,13.94,11.53,19.99,9.26,Draw,2,2,Away,St John's Red Storm,2023,-0.6600000000000001
2023-10-21,Creighton Bluejays - UCONN Huskies 0:2,United States. NCAA D1 Big East,104.0,Creighton Bluejays,3-4-1-2 (44.17%),0.0,2.13,22.0,5.0,22.73,549.0,475.0,86.52,62.15,112.0,9.0,29.0,74.0,101.0,36.0,38.0,27.0,259.0,133.0,51.35,8.0,2.0,25.0,45.0,14.0,31.11,1.0,0.0,0.0,36.0,6.0,16.67,7.0,3.0,42.86,4.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,24.0,5.0,19.0,52.0,19.0,13.0,40.0,101.0,52.0,51.49,3.0,2.0,10.0,5.0,50.0,95.0,55.0,57.89,27.0,11.0,40.74,6.0,3.0,50.0,34.0,13.0,16.0,2.0,0.0,179.0,146.0,81.56,75.0,72.0,96.0,220.0,201.0,91.36,38.0,25.0,65.79,83.0,72.0,86.75,87.0,69.0,79.31,7.0,2.0,28.57,33.0,29.0,87.88,4.0,16.16,4.26,6.92,19.01,20.16,5.02,Loss,0,2,Home,UCONN Huskies,2023,-2.13
2023-10-19,Creighton Bluejays - Akron Zips 3:2,United States. NCAA D1 Big East,106.0,Creighton Bluejays,3-4-3 (100.0%),3.0,1.13,9.0,4.0,44.44,306.0,235.0,76.8,46.75,95.0,17.0,27.0,51.0,75.0,28.0,33.0,14.0,194.0,103.0,53.09,3.0,1.0,33.33,32.0,5.0,15.63,3.0,0.0,0.0,29.0,4.0,13.79,6.0,1.0,16.67,2.0,1.0,50.0,0.0,0.0,0.0,15.0,5.0,33.33,6.0,7.0,29.0,4.0,9.0,14.0,49.0,23.0,46.94,5.0,2.0,19.0,8.0,42.11,83.0,51.0,61.45,34.0,12.0,35.29,9.0,4.0,44.44,43.0,27.0,18.0,2.0,0.0,99.0,65.0,65.66,51.0,47.0,92.16,117.0,90.0,76.92,53.0,23.0,43.4,57.0,34.0,59.65,57.0,41.0,71.93,8.0,4.0,50.0,20.0,17.0,85.0,7.0,14.54,2.78,17.32,16.14,22.41,7.42,Win,3,2,Home,Akron Zips,2023,1.87
2023-10-14,Seton Hall Pirates - Creighton Bluejays 2:1,United States. NCAA D1 Big East,98.0,Creighton Bluejays,3-4-3 (100.0%),1.0,0.98,9.0,3.0,33.33,545.0,438.0,80.37,62.72,127.0,14.0,31.0,82.0,97.0,35.0,41.0,21.0,240.0,119.0,49.58,3.0,0.0,0.0,41.0,4.0,9.76,0.0,0.0,0.0,21.0,4.0,19.05,2.0,1.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,31.58,6.0,6.0,27.0,5.0,10.0,28.0,104.0,46.0,44.23,2.0,2.0,12.0,7.0,58.33,73.0,43.0,58.9,42.0,20.0,47.62,5.0,2.0,40.0,41.0,10.0,13.0,1.0,0.0,179.0,115.0,64.25,76.0,70.0,92.11,223.0,198.0,88.79,58.0,32.0,55.17,86.0,54.0,62.79,84.0,58.0,69.05,6.0,1.0,16.67,36.0,32.0,88.89,8.0,17.38,4.33,10.64,18.02,18.76,7.24,Loss,1,2,Away,Seton Hall Pirates,2023,0.020000000000000018
2023-10-08,Butler Bulldogs - Creighton Bluejays 2:2,United States. NCAA D1 Big East,95.0,Creighton Bluejays,3-4-3 (90.59%),2.0,1.58,14.0,8.0,57.14,429.0,322.0,75.06,53.26,152.0,35.0,58.0,59.0,106.0,38.0,54.0,14.0,291.0,139.0,47.77,4.0,0.0,0.0,27.0,10.0,37.04,0.0,0.0,0.0,35.0,3.0,8.57,4.0,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,47.37,7.0,9.0,28.0,7.0,9.0,25.0,104.0,41.0,39.42,3.0,2.0,10.0,4.0,40.0,107.0,67.0,62.62,40.0,17.0,42.5,4.0,4.0,100.0,59.0,20.0,15.0,0.0,0.0,140.0,75.0,53.57,76.0,71.0,93.42,145.0,126.0,86.9,69.0,25.0,36.23,65.0,28.0,43.08,64.0,37.0,57.81,12.0,4.0,33.33,23.0,21.0,91.3,10.0,15.97,3.33,16.08,15.35,19.92,5.28,Draw,2,2,Away,Butler Bulldogs,2023,0.41999999999999993
2023-10-04,Creighton Bluejays - Omaha Mavericks 2:2,United States. NCAA D1 Non-conference matches,105.0,Creighton Bluejays,3-4-3 (53.29%),2.0,1.84,18.0,4.0,22.22,373.0,307.0,82.31,51.29,101.0,14.0,36.0,51.0,78.0,32.0,34.0,12.0,174.0,72.0,41.38,5.0,1.0,20.0,30.0,10.0,33.33,1.0,1.0,100.0,40.0,7.0,17.5,13.0,6.0,46.15,3.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.57,5.0,2.0,22.0,6.0,9.0,21.0,64.0,28.0,43.75,1.0,2.0,17.0,9.0,52.94,54.0,22.0,40.74,38.0,19.0,50.0,2.0,0.0,0.0,34.0,8.0,15.0,4.0,1.0,126.0,91.0,72.22,50.0,48.0,96.0,161.0,142.0,88.2,47.0,26.0,55.32,59.0,44.0,74.58,74.0,56.0,75.68,1.0,1.0,100.0,20.0,19.0,95.0,8.0,14.62,3.24,12.6,17.5,21.56,10.64,Draw,2,2,Home,Omaha Mavericks,2023,0.15999999999999992
2023-09-30,Creighton Bluejays - Xavier Musketeers 0:1,United States. NCAA D1 Big East,104.0,Creighton Bluejays,3-4-3 (100.0%),0.0,0.73,7.0,1.0,14.29,452.0,359.0,79.42,60.08,132.0,14.0,48.0,70.0,104.0,39.0,50.0,15.0,280.0,130.0,46.43,3.0,1.0,33.33,27.0,1.0,3.7,3.0,0.0,0.0,44.0,6.0,13.64,9.0,1.0,11.11,6.0,3.0,50.0,0.0,0.0,0.0,18.0,3.0,16.67,4.0,6.0,28.0,4.0,9.0,21.0,83.0,35.0,42.17,3.0,1.0,9.0,5.0,55.56,86.0,46.0,53.49,64.0,32.0,50.0,6.0,3.0,50.0,24.0,12.0,17.0,2.0,0.0,176.0,122.0,69.32,70.0,67.0,95.71,154.0,133.0,86.36,59.0,31.0,52.54,65.0,38.0,58.46,68.0,52.0,76.47,6.0,1.0,16.67,28.0,26.0,92.86,4.0,14.88,3.4,13.05,14.99,21.45,7.12,Loss,0,1,Home,Xavier Musketeers,2023,-0.73
2023-09-23,DePaul Blue Demons - Creighton Bluejays 1:2,United States. NCAA D1 Big East,105.0,Creighton Bluejays,3-4-3 (100.0%),2.0,3.0,33.0,8.0,24.24,557.0,479.0,86.0,67.14,113.0,20.0,30.0,63.0,92.0,32.0,40.0,20.0,205.0,93.0,45.37,11.0,1.0,9.09,35.0,15.0,42.86,2.0,1.0,50.0,37.0,16.0,43.24,10.0,7.0,70.0,3.0,2.0,66.67,0.0,0.0,0.0,20.0,13.0,65.0,10.0,19.0,47.0,21.0,6.0,63.0,87.0,31.0,35.63,2.0,1.0,8.0,3.0,37.5,58.0,25.0,43.1,34.0,24.0,70.59,1.0,0.0,0.0,38.0,16.0,20.0,4.0,0.0,177.0,133.0,75.14,72.0,65.0,90.28,242.0,227.0,93.8,56.0,32.0,57.14,80.0,57.0,71.25,80.0,67.0,83.75,1.0,0.0,0.0,19.0,19.0,100.0,9.0,16.25,4.64,10.05,17.4,19.0,6.13,Win,2,1,Away,DePaul Blue Demons,2023,-1.0
2023-09-20,Tulsa Hurricane - Creighton Bluejays 0:0,United States. NCAA D1 Non-conference matches,98.0,Creighton Bluejays,3-4-3 (100.0%),0.0,1.03,10.0,3.0,30.0,293.0,219.0,74.74,38.11,91.0,18.0,28.0,45.0,78.0,28.0,31.0,19.0,192.0,99.0,51.56,3.0,0.0,0.0,25.0,5.0,20.0,1.0,1.0,100.0,35.0,3.0,8.57,7.0,3.0,42.86,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,14.29,3.0,4.0,20.0,7.0,6.0,20.0,64.0,34.0,53.13,0.0,0.0,15.0,5.0,33.33,87.0,50.0,57.47,16.0,6.0,37.5,14.0,10.0,71.43,44.0,27.0,14.0,2.0,0.0,111.0,68.0,61.26,37.0,35.0,94.59,100.0,83.0,83.0,43.0,17.0,39.53,50.0,27.0,54.0,44.0,29.0,65.91,0.0,0.0,0.0,15.0,15.0,100.0,11.0,14.62,2.71,14.68,19.02,20.06,13.52,Draw,0,0,Away,Tulsa Hurricane,2023,-1.03
2023-09-16,Creighton Bluejays - Marquette Golden Eagles 2:1,United States. NCAA D1 Big East,106.0,Creighton Bluejays,4-4-2 (46.26%),2.0,2.71,17.0,9.0,52.94,376.0,282.0,75.0,56.83,125.0,14.0,42.0,69.0,102.0,42.0,47.0,13.0,223.0,115.0,51.57,6.0,3.0,50.0,43.0,10.0,23.26,1.0,1.0,100.0,31.0,5.0,16.13,7.0,2.0,28.57,2.0,1.0,50.0,0.0,0.0,0.0,17.0,2.0,11.76,4.0,7.0,36.0,13.0,10.0,23.0,85.0,37.0,43.53,8.0,1.0,6.0,6.0,100.0,77.0,48.0,62.34,30.0,17.0,56.67,5.0,4.0,80.0,34.0,20.0,21.0,6.0,0.0,149.0,93.0,62.42,41.0,39.0,95.12,135.0,107.0,79.26,57.0,24.0,42.11,71.0,41.0,57.75,84.0,53.0,63.1,4.0,3.0,75.0,27.0,23.0,85.19,2.0,13.52,2.61,15.16,18.16,22.29,6.17,Win,2,1,Home,Marquette Golden Eagles,2023,-0.71
2023-09-13,UMKC Kangaroos - Creighton Bluejays 2:1,United States. NCAA D1 Non-conference matches,107.0,Creighton Bluejays,3-4-3 (100.0%),1.0,1.13,13.0,1.0,7.69,455.0,371.0,81.54,54.94,98.0,8.0,36.0,54.0,74.0,30.0,26.0,18.0,212.0,108.0,50.94,5.0,0.0,0.0,36.0,8.0,22.22,0.0,0.0,0.0,38.0,4.0,10.53,7.0,2.0,28.57,3.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,27.78,4.0,13.0,33.0,9.0,7.0,32.0,87.0,43.0,49.43,3.0,2.0,11.0,5.0,45.45,78.0,49.0,62.82,18.0,9.0,50.0,1.0,0.0,0.0,31.0,11.0,16.0,3.0,0.0,171.0,119.0,69.59,66.0,63.0,95.45,159.0,142.0,89.31,55.0,30.0,54.55,65.0,39.0,60.0,69.0,51.0,73.91,2.0,2.0,100.0,22.0,22.0,100.0,5.0,15.68,3.67,12.09,17.76,20.11,9.13,Loss,1,2,Away,UMKC Kangaroos,2023,-0.1299999999999999
2023-09-09,Creighton Bluejays - Michigan Wolverines 3:1,United States. NCAA D1 Non-conference matches,107.0,Creighton Bluejays,3-4-3 (82.36%),3.0,1.74,15.0,8.0,53.33,425.0,345.0,81.18,49.54,115.0,25.0,41.0,49.0,98.0,40.0,41.0,17.0,239.0,104.0,43.51,4.0,2.0,50.0,35.0,13.0,37.14,2.0,0.0,0.0,17.0,2.0,11.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,52.94,7.0,14.0,32.0,9.0,9.0,29.0,76.0,23.0,30.26,0.0,1.0,12.0,4.0,33.33,95.0,47.0,49.47,33.0,16.0,48.48,9.0,5.0,55.56,62.0,31.0,20.0,5.0,0.0,140.0,99.0,70.71,68.0,64.0,94.12,152.0,131.0,86.18,59.0,33.0,55.93,52.0,37.0,71.15,73.0,54.0,73.97,5.0,0.0,0.0,22.0,19.0,86.36,9.0,14.75,3.54,13.88,22.92,20.02,7.0,Win,3,1,Home,Michigan Wolverines,2023,1.26
2023-09-05,Denver Pioneers - Creighton Bluejays 2:2,United States. NCAA D1 Non-conference matches,95.0,Creighton Bluejays,3-4-3 (100.0%),2.0,0.86,9.0,4.0,44.44,562.0,495.0,88.08,61.94,86.0,10.0,24.0,52.0,77.0,28.0,23.0,26.0,196.0,89.0,45.41,3.0,2.0,66.67,39.0,4.0,10.26,0.0,0.0,0.0,28.0,4.0,14.29,8.0,3.0,37.5,1.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,46.15,13.0,9.0,37.0,8.0,16.0,20.0,69.0,24.0,34.78,2.0,2.0,14.0,6.0,42.86,46.0,27.0,58.7,41.0,19.0,46.34,6.0,3.0,50.0,25.0,15.0,8.0,1.0,0.0,164.0,131.0,79.88,68.0,65.0,95.59,248.0,226.0,91.13,42.0,18.0,42.86,82.0,63.0,76.83,74.0,63.0,85.14,8.0,3.0,37.5,24.0,24.0,100.0,8.0,15.84,5.46,7.47,15.34,19.3,9.67,Draw,2,2,Away,Denver Pioneers,2023,1.1400000000000001
2023-09-02,Creighton Bluejays - Grand Canyon Lopes 1:2,United States. NCAA D1 Non-conference matches,109.0,Creighton Bluejays,3-4-3 (100.0%),1.0,2.01,16.0,5.0,31.25,479.0,386.0,80.58,57.07,121.0,13.0,42.0,66.0,99.0,29.0,51.0,19.0,239.0,131.0,54.81,2.0,1.0,50.0,38.0,12.0,31.58,0.0,0.0,0.0,43.0,4.0,9.3,14.0,3.0,21.43,3.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,30.0,5.0,11.0,39.0,12.0,10.0,32.0,89.0,44.0,49.44,1.0,2.0,11.0,7.0,63.64,82.0,52.0,63.41,32.0,16.0,50.0,6.0,2.0,33.33,45.0,9.0,10.0,3.0,0.0,170.0,122.0,71.76,66.0,61.0,92.42,198.0,178.0,89.9,47.0,29.0,61.7,64.0,45.0,70.31,90.0,70.0,77.78,7.0,4.0,57.14,20.0,20.0,100.0,5.0,16.3,3.71,9.81,15.05,21.89,6.02,Loss,1,2,Home,Grand Canyon Lopes,2023,-1.0099999999999998
2023-08-28,UC Irvine Anteaters - Creighton Bluejays 0:0,United States. NCAA D1 Non-conference matches,105.0,Creighton Bluejays,3-4-3 (100.0%),0.0,0.58,6.0,2.0,33.33,503.0,423.0,84.1,61.25,95.0,21.0,29.0,45.0,78.0,24.0,29.0,25.0,210.0,102.0,48.57,2.0,1.0,50.0,24.0,3.0,12.5,0.0,0.0,0.0,31.0,2.0,6.45,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,23.08,5.0,5.0,25.0,4.0,8.0,14.0,87.0,40.0,45.98,1.0,0.0,12.0,6.0,50.0,66.0,37.0,56.06,20.0,13.0,65.0,6.0,2.0,33.33,35.0,14.0,16.0,3.0,0.0,151.0,112.0,74.17,79.0,75.0,94.94,194.0,174.0,89.69,32.0,13.0,40.63,58.0,43.0,74.14,67.0,44.0,65.67,7.0,2.0,28.57,24.0,21.0,87.5,9.0,15.85,4.75,6.36,19.78,18.09,5.98,Draw,0,0,Away,UC Irvine Anteaters,2023,-0.58
2023-08-25,Stanford Cardinal - Creighton Bluejays 3:1,United States. NCAA D1 Non-conference matches,113.0,Creighton Bluejays,3-4-3 (100.0%),1.0,0.91,7.0,4.0,57.14,372.0,275.0,73.92,52.88,144.0,36.0,52.0,56.0,103.0,49.0,43.0,11.0,287.0,142.0,49.48,2.0,2.0,100.0,23.0,2.0,8.7,0.0,0.0,0.0,38.0,5.0,13.16,8.0,4.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,33.33,3.0,3.0,19.0,5.0,6.0,13.0,85.0,36.0,42.35,1.0,3.0,18.0,8.0,44.44,89.0,44.0,49.44,68.0,40.0,58.82,4.0,2.0,50.0,39.0,7.0,14.0,4.0,0.0,141.0,80.0,56.74,46.0,41.0,89.13,143.0,121.0,84.62,65.0,30.0,46.15,52.0,24.0,46.15,75.0,41.0,54.67,1.0,0.0,0.0,27.0,25.0,92.59,10.0,14.36,2.84,17.47,14.88,21.3,9.8,Loss,1,3,Away,Stanford Cardinal,2023,0.08999999999999997
2024-11-09,Georgetown Hoyas - Creighton Bluejays 1:0,United States. NCAA D1 Big East,103.0,Creighton Bluejays,3-4-3 (96.21%),0.0,0.63,6.0,1.0,16.67,457.0,344.0,75.27,56.27,172.0,25.0,56.0,91.0,111.0,38.0,56.0,17.0,312.0,135.0,43.27,1.0,0.0,0.0,45.0,4.0,8.89,1.0,0.0,0.0,33.0,2.0,6.06,6.0,2.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,23.53,4.0,12.0,31.0,5.0,9.0,23.0,99.0,28.0,28.28,2.0,1.0,10.0,5.0,50.0,107.0,65.0,60.75,64.0,23.0,35.94,4.0,3.0,75.0,44.0,17.0,16.0,3.0,1.0,178.0,116.0,65.17,60.0,52.0,86.67,153.0,121.0,79.08,68.0,30.0,44.12,88.0,51.0,57.95,90.0,64.0,71.11,2.0,1.0,50.0,41.0,32.0,78.05,10.0,16.27,3.15,14.88,14.65,19.65,6.63,Loss,0,1,Away,Georgetown Hoyas,2024,-0.63
2024-11-02,Marquette Golden Eagles - Creighton Bluejays 2:5,United States. NCAA D1 Big East,106.0,Creighton Bluejays,3-4-3 (100.0%),5.0,2.16,15.0,8.0,53.33,366.0,272.0,74.32,43.2,152.0,36.0,49.0,67.0,102.0,31.0,55.0,16.0,222.0,111.0,50.0,4.0,2.0,50.0,32.0,9.0,28.13,0.0,0.0,0.0,31.0,5.0,16.13,8.0,3.0,37.5,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,45.45,5.0,12.0,31.0,6.0,5.0,28.0,76.0,26.0,34.21,2.0,2.0,19.0,7.0,36.84,86.0,56.0,65.12,45.0,26.0,57.78,6.0,2.0,33.33,67.0,24.0,20.0,3.0,0.0,150.0,95.0,63.33,61.0,56.0,91.8,99.0,84.0,84.85,49.0,22.0,44.9,65.0,40.0,61.54,88.0,63.0,71.59,8.0,7.0,87.5,23.0,15.0,65.22,13.0,16.0,2.86,13.39,14.87,20.84,6.68,Win,5,2,Away,Marquette Golden Eagles,2024,2.84
2024-10-26,Creighton Bluejays - Butler Bulldogs 6:1,United States. NCAA D1 Big East,117.0,Creighton Bluejays,3-4-3 (100.0%),6.0,3.26,12.0,8.0,66.67,496.0,394.0,79.44,47.06,154.0,31.0,59.0,64.0,120.0,68.0,36.0,16.0,266.0,145.0,54.51,1.0,1.0,100.0,31.0,11.0,35.48,0.0,0.0,0.0,27.0,1.0,3.7,7.0,2.0,28.57,1.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,61.54,8.0,12.0,27.0,8.0,6.0,27.0,55.0,17.0,30.91,2.0,1.0,10.0,5.0,50.0,123.0,85.0,69.11,43.0,24.0,55.81,7.0,6.0,85.71,48.0,11.0,20.0,2.0,0.0,194.0,139.0,71.65,65.0,62.0,95.38,162.0,139.0,85.8,58.0,25.0,43.1,66.0,41.0,62.12,117.0,72.0,61.54,1.0,1.0,100.0,20.0,16.0,80.0,8.0,18.47,3.88,11.69,10.27,19.36,7.87,Win,6,1,Home,Butler Bulldogs,2024,2.74
2024-10-24,Akron Zips - Creighton Bluejays 3:0,United States. NCAA D1 Big East,109.0,Creighton Bluejays,3-4-3 (100.0%),0.0,0.78,4.0,4.0,100.0,388.0,273.0,70.36,41.17,162.0,26.0,64.0,72.0,94.0,36.0,44.0,14.0,182.0,88.0,48.35,2.0,2.0,100.0,25.0,3.0,12.0,0.0,0.0,0.0,28.0,1.0,3.57,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22.22,2.0,2.0,12.0,1.0,4.0,7.0,61.0,19.0,31.15,1.0,3.0,15.0,3.0,20.0,72.0,45.0,62.5,34.0,18.0,52.94,11.0,8.0,72.73,48.0,16.0,21.0,3.0,0.0,168.0,97.0,57.74,46.0,39.0,84.78,118.0,96.0,81.36,60.0,23.0,38.33,72.0,39.0,54.17,88.0,52.0,59.09,2.0,1.0,50.0,29.0,22.0,75.86,15.0,16.71,3.21,15.46,15.61,19.89,10.41,Loss,0,3,Away,Akron Zips,2024,-0.78
2024-10-19,Creighton Bluejays - Villanova Wildcats 3:1,United States. NCAA D1 Big East,112.0,Creighton Bluejays,3-4-3 (100.0%),3.0,1.5,17.0,8.0,47.06,485.0,400.0,82.47,50.5,128.0,12.0,36.0,80.0,88.0,34.0,34.0,20.0,194.0,107.0,55.15,7.0,3.0,42.86,42.0,10.0,23.81,0.0,0.0,0.0,34.0,4.0,11.76,8.0,1.0,12.5,4.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,36.36,4.0,20.0,39.0,9.0,6.0,35.0,75.0,37.0,49.33,2.0,1.0,10.0,3.0,30.0,69.0,48.0,69.57,33.0,16.0,48.48,4.0,1.0,25.0,36.0,15.0,11.0,2.0,0.0,174.0,122.0,70.11,66.0,62.0,93.94,203.0,184.0,90.64,52.0,31.0,59.62,77.0,57.0,74.03,105.0,88.0,83.81,1.0,0.0,0.0,25.0,24.0,96.0,5.0,16.9,3.94,10.72,18.84,19.98,8.28,Win,3,1,Home,Villanova Wildcats,2024,1.5
2024-10-13,Xavier Musketeers - Creighton Bluejays 0:1,United States. NCAA D1 Big East,113.0,Creighton Bluejays,3-4-3 (100.0%),1.0,1.34,9.0,3.0,33.33,335.0,245.0,73.13,44.37,125.0,17.0,40.0,68.0,100.0,47.0,33.0,20.0,248.0,129.0,52.02,5.0,1.0,20.0,30.0,6.0,20.0,0.0,0.0,0.0,32.0,1.0,3.13,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,1.0,8.0,21.0,3.0,1.0,8.0,66.0,17.0,25.76,2.0,0.0,6.0,2.0,33.33,82.0,55.0,67.07,62.0,39.0,62.9,2.0,2.0,100.0,40.0,15.0,17.0,3.0,0.0,137.0,81.0,59.12,37.0,36.0,97.3,108.0,92.0,85.19,58.0,29.0,50.0,67.0,33.0,49.25,65.0,46.0,70.77,1.0,1.0,100.0,20.0,16.0,80.0,6.0,14.28,2.77,17.31,23.73,22.74,9.44,Win,1,0,Away,Xavier Musketeers,2024,-0.3400000000000001
2024-10-10,Omaha Mavericks - Creighton Bluejays 1:2,United States. NCAA D1 Non-conference matches,113.0,Creighton Bluejays,3-4-3 (100.0%),2.0,1.36,16.0,6.0,37.5,394.0,291.0,73.86,49.43,146.0,18.0,67.0,61.0,118.0,43.0,52.0,23.0,256.0,131.0,51.17,5.0,3.0,60.0,46.0,12.0,26.09,0.0,0.0,0.0,30.0,4.0,13.33,5.0,4.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22.22,3.0,16.0,27.0,3.0,4.0,31.0,84.0,38.0,45.24,1.0,1.0,17.0,6.0,35.29,89.0,53.0,59.55,51.0,27.0,52.94,3.0,1.0,33.33,40.0,16.0,22.0,4.0,0.0,168.0,107.0,63.69,57.0,51.0,89.47,126.0,103.0,81.75,57.0,19.0,33.33,59.0,37.0,62.71,83.0,57.0,68.67,1.0,1.0,100.0,20.0,17.0,85.0,8.0,16.01,2.92,14.47,19.65,21.0,6.36,Win,2,1,Away,Omaha Mavericks,2024,0.6399999999999999
2024-10-05,Creighton Bluejays - DePaul Blue Demons 0:2,United States. NCAA D1 Big East,107.0,Creighton Bluejays,3-4-3 (100.0%),0.0,3.12,21.0,7.0,33.33,660.0,537.0,81.36,68.65,171.0,11.0,51.0,109.0,133.0,33.0,69.0,31.0,239.0,118.0,49.37,4.0,1.0,25.0,58.0,15.0,25.86,0.0,0.0,0.0,28.0,6.0,21.43,14.0,4.0,28.57,1.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,38.1,16.0,20.0,76.0,15.0,26.0,56.0,86.0,40.0,46.51,1.0,2.0,4.0,3.0,75.0,58.0,31.0,53.45,70.0,35.0,50.0,1.0,0.0,0.0,35.0,1.0,19.0,4.0,0.0,231.0,164.0,71.0,104.0,97.0,93.27,229.0,195.0,85.15,51.0,26.0,50.98,117.0,84.0,71.79,125.0,111.0,88.8,4.0,1.0,25.0,27.0,24.0,88.89,4.0,17.46,5.37,7.73,14.03,18.68,5.23,Loss,0,2,Home,DePaul Blue Demons,2024,-3.12
2024-10-02,Creighton Bluejays - Missouri State Bears 0:1,United States. NCAA D1 Non-conference matches,102.0,Creighton Bluejays,3-4-3 (100.0%),0.0,0.28,7.0,3.0,42.86,436.0,351.0,80.5,56.59,111.0,20.0,35.0,56.0,75.0,35.0,33.0,7.0,173.0,84.0,48.55,4.0,1.0,25.0,25.0,4.0,16.0,2.0,2.0,100.0,23.0,1.0,4.35,5.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,26.67,4.0,7.0,30.0,2.0,10.0,8.0,58.0,18.0,31.03,2.0,1.0,12.0,4.0,33.33,57.0,37.0,64.91,34.0,17.0,50.0,3.0,1.0,33.33,38.0,15.0,14.0,1.0,0.0,165.0,112.0,67.88,92.0,88.0,95.65,134.0,115.0,85.82,54.0,23.0,42.59,83.0,58.0,69.88,94.0,66.0,70.21,0.0,0.0,0.0,25.0,18.0,72.0,10.0,13.86,4.36,12.39,22.87,23.43,9.3,Loss,0,1,Home,Missouri State Bears,2024,-0.28
