Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots,ShotsOnTarget,ShotsOnTarget_pct,Passes,PassesAccurate,PassAccuracy_pct,Possession_pct,Losses,Losses_Low,Losses_Medium,Losses_High,Recoveries,Recoveries_Low,Recoveries_Medium,Recoveries_High,Duels,DuelsWon,DuelsWon_pct,ShotsOutsideBox,ShotsOutsideBox_OnTarget,ShotsOutsideBox_OnTarget_pct,PositionalAttacks,PositionalAttacks_withShots,PositionalAttacks_withShots_pct,Counterattacks,Counterattacks_withShots,Counterattacks_withShots_pct,SetPieces,SetPieces_withShots,SetPieces_withShots_pct,Corners,Corners_withShots,Corners_withShots_pct,FreeKicks,FreeKicks_withShots,FreeKicks_withShots_pct,Penalties,Penalties_Converted,Penalties_Converted_pct,Crosses,CrossesAccurate,CrossesAccurate_pct,DeepCompletedCrosses,DeepCompletedPasses,PenaltyAreaEntries,PenaltyAreaEntries_Runs,PenaltyAreaEntries_Crosses,TouchesInPenaltyArea,OffensiveDuels,OffensiveDuelsWon,OffensiveDuelsWon_pct,Offsides,ConcededGoals,ShotsAgainst,ShotsAgainstOnTarget,ShotsAgainstOnTarget_pct,DefensiveDuels,DefensiveDuelsWon,DefensiveDuelsWon_pct,AerialDuels,AerialDuelsWon,AerialDuelsWon_pct,SlidingTackles,SlidingTacklesSuccessful,SlidingTacklesSuccessful_pct,Interceptions,Clearances,Fouls,YellowCards,RedCards,ForwardPasses,ForwardPassesAccurate,ForwardPassesAccurate_pct,BackPasses,BackPassesAccurate,BackPassesAccurate_pct,LateralPasses,LateralPassesAccurate,LateralPassesAccurate_pct,LongPasses,LongPassesAccurate,LongPassesAccurate_pct,PassesToFinalThird,PassesToFinalThirdAccurate,PassesToFinalThirdAccurate_pct,ProgressivePasses,ProgressivePassesAccurate,ProgressivePassesAccurate_pct,SmartPasses,SmartPassesAccurate,SmartPassesAccurate_pct,ThrowIns,ThrowInsAccurate,ThrowInsAccurate_pct,GoalKicks,MatchTempo,AvgPassesPerPossession,LongPass_pct,AvgShotDistance,AvgPassLength,PPDA,Result,GoalsFor,GoalsAgainst,HomeAway,Opponent,Season,xG_diff
2024-09-29,Providence Friars - Creighton Bluejays 2:2,United States. NCAA D1 Big East,112.0,Creighton Bluejays,5-3-2 (100.0%),2.0,1.46,12.0,3.0,25.0,304.0,210.0,69.08,40.86,156.0,37.0,63.0,56.0,112.0,51.0,49.0,12.0,326.0,153.0,46.93,2.0,1.0,50.0,31.0,8.0,25.81,0.0,0.0,0.0,24.0,4.0,16.67,5.0,3.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.33,1.0,13.0,19.0,1.0,0.0,22.0,96.0,25.0,26.04,1.0,2.0,13.0,6.0,46.15,131.0,88.0,67.18,67.0,31.0,46.27,3.0,2.0,66.67,81.0,50.0,21.0,3.0,0.0,142.0,79.0,55.63,44.0,41.0,93.18,70.0,55.0,78.57,47.0,20.0,42.55,55.0,27.0,49.09,78.0,46.0,58.97,1.0,0.0,0.0,21.0,17.0,80.95,8.0,14.64,2.32,15.46,15.3,20.79,5.68,Draw,2,2,Away,Providence Friars,2024,0.54
2024-09-21,Creighton Bluejays - Georgetown Hoyas 0:1,United States. NCAA D1 Big East,99.0,Creighton Bluejays,5-4-1 (100.0%),0.0,1.92,17.0,6.0,35.29,646.0,546.0,84.52,65.02,148.0,20.0,45.0,83.0,122.0,46.0,55.0,21.0,283.0,139.0,49.12,5.0,0.0,0.0,36.0,11.0,30.56,1.0,0.0,0.0,35.0,5.0,14.29,8.0,3.0,37.5,1.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,25.0,8.0,15.0,39.0,8.0,13.0,35.0,105.0,44.0,41.9,0.0,1.0,9.0,3.0,33.33,86.0,50.0,58.14,58.0,31.0,53.45,9.0,4.0,44.44,49.0,9.0,12.0,1.0,0.0,225.0,172.0,76.44,70.0,66.0,94.29,251.0,225.0,89.64,58.0,32.0,55.17,98.0,73.0,74.49,112.0,88.0,78.57,4.0,2.0,50.0,25.0,22.0,88.0,5.0,17.68,5.17,8.98,15.38,18.95,4.47,Loss,0,1,Home,Georgetown Hoyas,2024,-1.92
2024-09-14,Creighton Bluejays - Tulsa Hurricane 3:0,United States. NCAA D1 Non-conference matches,102.0,Creighton Bluejays,3-4-3 (100.0%),3.0,1.98,11.0,6.0,54.55,432.0,336.0,77.78,43.66,141.0,21.0,49.0,71.0,116.0,42.0,57.0,17.0,268.0,144.0,53.73,3.0,0.0,0.0,29.0,7.0,24.14,2.0,1.0,50.0,31.0,3.0,9.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,31.25,4.0,11.0,32.0,10.0,7.0,26.0,76.0,36.0,47.37,3.0,0.0,11.0,4.0,36.36,113.0,72.0,63.72,51.0,24.0,47.06,5.0,3.0,60.0,40.0,13.0,26.0,3.0,0.0,172.0,119.0,69.19,67.0,60.0,89.55,129.0,107.0,82.95,60.0,30.0,50.0,68.0,38.0,55.88,95.0,67.0,70.53,7.0,3.0,42.86,16.0,14.0,87.5,9.0,17.48,3.6,13.89,15.85,20.64,8.69,Win,3,0,Home,Tulsa Hurricane,2024,1.02
2024-09-10,Grand Canyon Lopes - Creighton Bluejays 0:1,United States. NCAA D1 Non-conference matches,106.0,Creighton Bluejays,3-4-3 (100.0%),1.0,2.63,17.0,6.0,35.29,486.0,385.0,79.22,52.84,139.0,14.0,60.0,65.0,111.0,43.0,41.0,27.0,241.0,123.0,51.04,3.0,0.0,0.0,41.0,10.0,24.39,0.0,0.0,0.0,28.0,6.0,21.43,9.0,3.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,50.0,7.0,8.0,28.0,6.0,10.0,28.0,96.0,38.0,39.58,2.0,0.0,10.0,4.0,40.0,82.0,56.0,68.29,40.0,22.0,55.0,9.0,5.0,55.56,42.0,11.0,11.0,3.0,0.0,189.0,124.0,65.61,77.0,72.0,93.51,176.0,162.0,92.05,52.0,26.0,50.0,77.0,50.0,64.94,88.0,69.0,78.41,1.0,1.0,100.0,27.0,24.0,88.89,7.0,16.73,3.98,10.7,14.37,20.77,7.68,Win,1,0,Away,Grand Canyon Lopes,2024,-1.63
2024-09-07,Creighton Bluejays - Denver Pioneers 1:3,United States. NCAA D1 Non-conference matches,116.0,Creighton Bluejays,4-4-2 (100.0%),1.0,1.95,9.0,5.0,55.56,575.0,488.0,84.87,60.32,128.0,10.0,41.0,77.0,94.0,26.0,48.0,20.0,291.0,133.0,45.7,2.0,2.0,100.0,56.0,6.0,10.71,0.0,0.0,0.0,22.0,2.0,9.09,4.0,1.0,25.0,3.0,2.0,66.67,1.0,1.0,100.0,23.0,4.0,17.39,4.0,6.0,24.0,8.0,5.0,20.0,147.0,47.0,31.97,0.0,3.0,6.0,4.0,66.67,86.0,59.0,68.6,42.0,18.0,42.86,0.0,0.0,0.0,11.0,2.0,23.0,6.0,0.0,187.0,148.0,79.14,89.0,84.0,94.38,233.0,206.0,88.41,51.0,29.0,56.86,90.0,75.0,83.33,90.0,77.0,85.56,0.0,0.0,0.0,31.0,26.0,83.87,5.0,16.19,4.64,8.87,14.0,20.03,8.19,Loss,1,3,Home,Denver Pioneers,2024,-0.95
2024-09-02,Creighton Bluejays - San Francisco Dons 4:2,United States. NCAA D1 Non-conference matches,114.0,Creighton Bluejays,3-4-3 (100.0%),4.0,1.76,11.0,6.0,54.55,453.0,360.0,79.47,60.17,164.0,33.0,61.0,70.0,126.0,60.0,49.0,17.0,345.0,161.0,46.67,4.0,1.0,25.0,30.0,4.0,13.33,0.0,0.0,0.0,41.0,6.0,14.63,10.0,4.0,40.0,2.0,0.0,0.0,1.0,1.0,100.0,17.0,6.0,35.29,2.0,9.0,24.0,6.0,5.0,20.0,117.0,44.0,37.61,2.0,2.0,15.0,5.0,33.33,127.0,73.0,57.48,53.0,23.0,43.4,6.0,5.0,83.33,53.0,22.0,22.0,4.0,0.0,191.0,129.0,67.54,69.0,68.0,98.55,136.0,117.0,86.03,77.0,44.0,57.14,71.0,47.0,66.2,87.0,56.0,64.37,1.0,1.0,100.0,21.0,17.0,80.95,10.0,14.22,3.21,17.0,15.59,20.21,6.2,Win,4,2,Home,San Francisco Dons,2024,2.24
2024-08-30,Creighton Bluejays - Loyola Chicago Ramblers 1:1,United States. NCAA D1 Non-conference matches,106.0,Creighton Bluejays,5-3-2 (100.0%),1.0,2.24,20.0,10.0,50.0,501.0,410.0,81.84,59.32,138.0,13.0,46.0,79.0,101.0,24.0,60.0,17.0,273.0,115.0,42.12,8.0,3.0,37.5,40.0,14.0,35.0,0.0,0.0,0.0,39.0,6.0,15.38,11.0,5.0,45.45,4.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,20.0,4.0,13.0,37.0,6.0,10.0,29.0,95.0,22.0,23.16,2.0,1.0,8.0,2.0,25.0,84.0,55.0,65.48,61.0,26.0,42.62,8.0,0.0,0.0,37.0,14.0,18.0,1.0,0.0,188.0,139.0,73.94,72.0,67.0,93.06,188.0,165.0,87.77,36.0,22.0,61.11,85.0,63.0,74.12,110.0,90.0,81.82,3.0,3.0,100.0,27.0,20.0,74.07,10.0,17.47,3.77,7.19,17.49,19.54,4.83,Draw,1,1,Home,Loyola Chicago Ramblers,2024,-1.2400000000000002
2024-08-26,Creighton Bluejays - Drake Bulldogs 5:3,United States. NCAA D1 Non-conference matches,125.0,Creighton Bluejays,3-4-3 (100.0%),5.0,4.21,19.0,10.0,52.63,581.0,495.0,85.2,63.21,122.0,7.0,33.0,82.0,103.0,28.0,48.0,27.0,284.0,143.0,50.35,4.0,1.0,25.0,58.0,16.0,27.59,0.0,0.0,0.0,22.0,2.0,9.09,4.0,1.0,25.0,2.0,1.0,50.0,1.0,1.0,100.0,18.0,9.0,50.0,10.0,6.0,40.0,9.0,12.0,31.0,113.0,43.0,38.05,5.0,3.0,11.0,5.0,45.45,81.0,55.0,67.9,52.0,28.0,53.85,4.0,2.0,50.0,37.0,6.0,16.0,0.0,0.0,197.0,145.0,73.6,86.0,83.0,96.51,233.0,214.0,91.85,54.0,32.0,59.26,95.0,72.0,75.79,95.0,79.0,83.16,1.0,0.0,0.0,31.0,30.0,96.77,5.0,17.02,4.47,9.29,12.76,20.09,5.12,Win,5,3,Home,Drake Bulldogs,2024,0.79
2024-08-23,Creighton Bluejays - FAU Owls 0:0,United States. NCAA D1 Non-conference matches,106.0,Creighton Bluejays,3-4-3 (100.0%),0.0,1.71,18.0,3.0,16.67,401.0,322.0,80.3,51.96,130.0,13.0,41.0,76.0,107.0,29.0,59.0,19.0,301.0,139.0,46.18,7.0,1.0,14.29,45.0,11.0,24.44,0.0,0.0,0.0,29.0,7.0,24.14,8.0,3.0,37.5,2.0,4.0,200.0,0.0,0.0,0.0,15.0,7.0,46.67,6.0,9.0,23.0,5.0,7.0,25.0,115.0,30.0,26.09,1.0,0.0,6.0,0.0,0.0,94.0,66.0,70.21,55.0,30.0,54.55,6.0,4.0,66.67,39.0,10.0,12.0,1.0,0.0,141.0,98.0,69.5,57.0,53.0,92.98,156.0,138.0,88.46,46.0,30.0,65.22,65.0,47.0,72.31,85.0,71.0,83.53,1.0,1.0,100.0,25.0,21.0,84.0,6.0,15.34,3.4,11.47,17.79,21.48,5.71,Draw,0,0,Home,FAU Owls,2024,-1.71
2025-11-08,Creighton Bluejays - Akron Zips 0:1,United States. NCAA D1 Big East,105.0,Creighton Bluejays,3-4-2-1 (100.0%),0.0,0.6,7.0,1.0,14.29,408.0,309.0,75.74,54.56,172.0,31.0,57.0,84.0,107.0,44.0,46.0,17.0,266.0,125.0,46.99,2.0,0.0,0.0,35.0,4.0,11.43,1.0,0.0,0.0,31.0,3.0,9.68,7.0,2.0,28.57,3.0,1.0,33.33,0.0,0.0,0.0,15.0,2.0,13.33,4.0,7.0,28.0,5.0,9.0,19.0,99.0,37.0,37.37,2.0,1.0,17.0,6.0,35.29,87.0,53.0,60.92,44.0,24.0,54.55,1.0,0.0,0.0,48.0,19.0,12.0,0.0,0.0,149.0,95.0,63.76,48.0,45.0,93.75,153.0,132.0,86.27,62.0,30.0,48.39,73.0,48.0,65.75,87.0,52.0,59.77,1.0,1.0,100.0,30.0,22.0,73.33,9.0,15.26,3.14,15.2,15.78,19.28,8.03,Loss,0,1,Home,Akron Zips,2025,-0.6
2025-11-01,Creighton Bluejays - Seton Hall Pirates 1:1,United States. NCAA D1 Big East,102.0,Creighton Bluejays,3-4-2-1 (100.0%),1.0,1.1,14.0,3.0,21.43,545.0,448.0,82.2,62.39,139.0,19.0,55.0,65.0,93.0,31.0,44.0,18.0,232.0,111.0,47.84,9.0,1.0,11.11,45.0,7.0,15.56,0.0,0.0,0.0,26.0,6.0,23.08,4.0,1.0,25.0,1.0,1.0,100.0,0.0,0.0,0.0,17.0,1.0,5.88,1.0,7.0,35.0,7.0,9.0,17.0,100.0,39.0,39.0,0.0,1.0,10.0,4.0,40.0,72.0,44.0,61.11,39.0,23.0,58.97,4.0,1.0,25.0,42.0,8.0,10.0,1.0,0.0,184.0,128.0,69.57,78.0,75.0,96.15,186.0,169.0,90.86,44.0,22.0,50.0,66.0,54.0,81.82,85.0,64.0,75.29,5.0,0.0,0.0,28.0,24.0,85.71,4.0,16.07,4.54,8.07,20.75,18.6,7.73,Draw,1,1,Home,Seton Hall Pirates,2025,-0.10000000000000009
2025-10-25,Butler Bulldogs - Creighton Bluejays 1:3,United States. NCAA D1 Big East,105.0,Creighton Bluejays,5-3-2 (100.0%),3.0,2.24,19.0,3.0,15.79,528.0,417.0,78.98,57.6,149.0,22.0,68.0,59.0,100.0,44.0,47.0,9.0,229.0,104.0,45.41,8.0,2.0,25.0,37.0,14.0,37.84,0.0,0.0,0.0,25.0,2.0,8.0,5.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,37.5,6.0,14.0,34.0,5.0,10.0,32.0,77.0,24.0,31.17,0.0,1.0,14.0,5.0,35.71,85.0,51.0,60.0,45.0,19.0,42.22,4.0,3.0,75.0,39.0,10.0,21.0,3.0,0.0,176.0,109.0,61.93,80.0,77.0,96.25,212.0,189.0,89.15,78.0,37.0,47.44,73.0,46.0,63.01,105.0,60.0,57.14,0.0,0.0,0.0,25.0,24.0,96.0,14.0,16.29,4.47,14.77,19.12,21.01,7.27,Win,3,1,Away,Butler Bulldogs,2025,0.7599999999999998
2025-10-17,Villanova Wildcats - Creighton Bluejays 1:1,United States. NCAA D1 Big East,102.0,Creighton Bluejays,4-2-3-1 (100.0%),1.0,1.33,22.0,8.0,36.36,534.0,454.0,85.02,64.37,125.0,20.0,33.0,72.0,95.0,27.0,45.0,23.0,206.0,97.0,47.09,7.0,3.0,42.86,52.0,17.0,32.69,1.0,1.0,100.0,30.0,2.0,6.67,7.0,3.0,42.86,2.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,44.44,9.0,20.0,41.0,10.0,10.0,35.0,96.0,35.0,36.46,0.0,1.0,8.0,2.0,25.0,68.0,43.0,63.24,27.0,15.0,55.56,1.0,1.0,100.0,28.0,13.0,14.0,3.0,0.0,180.0,138.0,76.67,97.0,91.0,93.81,166.0,146.0,87.95,32.0,12.0,37.5,85.0,65.0,76.47,88.0,73.0,82.95,0.0,0.0,0.0,31.0,25.0,80.65,9.0,15.7,4.38,5.99,16.46,16.69,6.17,Draw,1,1,Away,Villanova Wildcats,2025,-0.33000000000000007
2025-10-12,Creighton Bluejays - Xavier Musketeers 2:0,United States. NCAA D1 Big East,102.0,Creighton Bluejays,3-4-2-1 (100.0%),2.0,1.72,12.0,6.0,50.0,447.0,349.0,78.08,57.75,138.0,18.0,49.0,71.0,96.0,34.0,42.0,20.0,229.0,117.0,51.09,3.0,0.0,0.0,33.0,9.0,27.27,2.0,1.0,50.0,23.0,2.0,8.7,7.0,1.0,14.29,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,20.0,1.0,9.0,30.0,7.0,3.0,24.0,63.0,17.0,26.98,5.0,0.0,7.0,2.0,28.57,91.0,63.0,69.23,48.0,19.0,39.58,4.0,2.0,50.0,39.0,19.0,14.0,2.0,0.0,150.0,94.0,62.67,67.0,61.0,91.04,177.0,154.0,87.01,52.0,25.0,48.08,59.0,27.0,45.76,67.0,39.0,58.21,4.0,0.0,0.0,28.0,18.0,64.29,9.0,15.35,3.69,11.63,16.07,20.82,4.68,Win,2,0,Home,Xavier Musketeers,2025,0.28
2025-10-09,Creighton Bluejays - Missouri State Bears 1:0,United States. NCAA D1 Non-conference matches,99.0,Creighton Bluejays,3-4-3 (100.0%),1.0,0.64,10.0,4.0,40.0,526.0,443.0,84.22,55.74,127.0,24.0,44.0,59.0,78.0,32.0,35.0,11.0,192.0,92.0,47.92,7.0,1.0,14.29,24.0,8.0,33.33,0.0,0.0,0.0,29.0,2.0,6.9,6.0,1.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,35.71,5.0,10.0,30.0,8.0,10.0,21.0,56.0,18.0,32.14,1.0,0.0,12.0,4.0,33.33,75.0,45.0,60.0,26.0,11.0,42.31,6.0,1.0,16.67,35.0,22.0,15.0,3.0,0.0,170.0,120.0,70.59,79.0,78.0,98.73,213.0,196.0,92.02,62.0,36.0,58.06,70.0,52.0,74.29,85.0,59.0,69.41,1.0,0.0,0.0,24.0,21.0,87.5,8.0,16.85,4.7,11.79,22.87,20.44,6.39,Win,1,0,Home,Missouri State Bears,2025,0.36
2025-10-04,UCONN Huskies - Creighton Bluejays 3:0,United States. NCAA D1 Big East,109.0,Creighton Bluejays,3-4-3 (100.0%),0.0,2.39,18.0,5.0,27.78,398.0,311.0,78.14,50.72,118.0,16.0,35.0,67.0,96.0,31.0,42.0,23.0,290.0,147.0,50.69,5.0,1.0,20.0,46.0,12.0,26.09,0.0,0.0,0.0,37.0,5.0,13.51,12.0,4.0,33.33,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,25.0,3.0,12.0,33.0,11.0,7.0,34.0,104.0,40.0,38.46,3.0,3.0,17.0,10.0,58.82,109.0,73.0,66.97,46.0,21.0,45.65,4.0,2.0,50.0,42.0,11.0,17.0,1.0,0.0,139.0,95.0,68.35,51.0,46.0,90.2,135.0,113.0,83.7,33.0,14.0,42.42,59.0,42.0,71.19,72.0,57.0,79.17,1.0,0.0,0.0,24.0,18.0,75.0,8.0,15.63,3.11,8.29,17.35,18.62,5.95,Loss,0,3,Away,UCONN Huskies,2025,-2.39
2025-09-27,DePaul Blue Demons - Creighton Bluejays 0:2,United States. NCAA D1 Big East,107.0,Creighton Bluejays,3-4-3 (100.0%),2.0,2.16,19.0,9.0,47.37,304.0,241.0,79.28,50.83,122.0,37.0,48.0,37.0,95.0,48.0,36.0,11.0,250.0,118.0,47.2,7.0,4.0,57.14,33.0,9.0,27.27,1.0,1.0,100.0,33.0,7.0,21.21,7.0,5.0,71.43,3.0,1.0,33.33,1.0,1.0,100.0,9.0,0.0,0.0,1.0,10.0,18.0,4.0,2.0,22.0,79.0,26.0,32.91,0.0,0.0,19.0,5.0,26.32,64.0,41.0,64.06,68.0,35.0,51.47,3.0,2.0,66.67,34.0,40.0,13.0,1.0,0.0,119.0,81.0,68.07,37.0,36.0,97.3,93.0,83.0,89.25,37.0,20.0,54.05,37.0,26.0,70.27,61.0,40.0,65.57,0.0,0.0,0.0,31.0,18.0,58.06,13.0,13.26,2.16,12.17,18.0,19.97,9.13,Win,2,0,Away,DePaul Blue Demons,2025,-0.16000000000000014
2025-09-20,Creighton Bluejays - Marquette Golden Eagles 1:0,United States. NCAA D1 Big East,108.0,Creighton Bluejays,3-4-3 (100.0%),1.0,1.88,13.0,4.0,30.77,350.0,284.0,81.14,49.35,134.0,7.0,49.0,78.0,102.0,32.0,41.0,29.0,245.0,121.0,49.39,7.0,3.0,42.86,32.0,8.0,25.0,0.0,0.0,0.0,32.0,3.0,9.38,6.0,0.0,0.0,4.0,3.0,75.0,0.0,0.0,0.0,16.0,2.0,12.5,1.0,16.0,27.0,7.0,6.0,29.0,83.0,32.0,38.55,1.0,0.0,8.0,1.0,12.5,94.0,59.0,62.77,35.0,20.0,57.14,5.0,4.0,80.0,40.0,9.0,20.0,2.0,0.0,121.0,90.0,74.38,50.0,49.0,98.0,122.0,101.0,82.79,32.0,13.0,40.63,42.0,29.0,69.05,57.0,46.0,80.7,1.0,0.0,0.0,29.0,21.0,72.41,8.0,14.41,3.04,9.14,18.18,19.34,6.52,Win,1,0,Home,Marquette Golden Eagles,2025,-0.8799999999999999
2025-09-14,Creighton Bluejays - Oral Roberts Golden Eagles 3:0,United States. NCAA D1 Non-conference matches,109.0,Creighton Bluejays,3-4-3 (100.0%),3.0,4.29,18.0,8.0,44.44,488.0,403.0,82.58,54.86,140.0,26.0,40.0,74.0,102.0,36.0,36.0,30.0,203.0,106.0,52.22,6.0,2.0,33.33,48.0,12.0,25.0,0.0,0.0,0.0,15.0,4.0,26.67,3.0,2.0,66.67,2.0,0.0,0.0,1.0,1.0,100.0,16.0,2.0,12.5,6.0,13.0,37.0,9.0,8.0,30.0,67.0,21.0,31.34,0.0,0.0,11.0,2.0,18.18,82.0,57.0,69.51,45.0,24.0,53.33,7.0,3.0,42.86,46.0,12.0,13.0,1.0,0.0,164.0,115.0,70.12,60.0,55.0,91.67,196.0,175.0,89.29,38.0,21.0,55.26,71.0,55.0,77.46,90.0,70.0,77.78,0.0,0.0,0.0,26.0,15.0,57.69,6.0,17.01,4.24,7.79,16.27,19.36,5.96,Win,3,0,Home,Oral Roberts Golden Eagles,2025,-1.29
2025-09-11,Creighton Bluejays - Omaha Mavericks 3:2,United States. NCAA D1 Non-conference matches,119.0,Creighton Bluejays,3-4-3 (100.0%),3.0,1.82,15.0,6.0,40.0,372.0,288.0,77.42,52.0,139.0,31.0,45.0,63.0,91.0,41.0,35.0,15.0,259.0,129.0,49.81,7.0,1.0,14.29,37.0,9.0,24.32,2.0,2.0,100.0,30.0,3.0,10.0,5.0,0.0,0.0,3.0,2.0,66.67,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,20.0,6.0,2.0,18.0,84.0,36.0,42.86,1.0,2.0,11.0,5.0,45.45,91.0,53.0,58.24,40.0,19.0,47.5,9.0,3.0,33.33,46.0,27.0,22.0,3.0,0.0,133.0,84.0,63.16,51.0,50.0,98.04,132.0,113.0,85.61,40.0,17.0,42.5,54.0,31.0,57.41,75.0,50.0,66.67,0.0,0.0,0.0,27.0,21.0,77.78,10.0,15.63,2.74,10.75,19.96,20.08,5.39,Win,3,2,Home,Omaha Mavericks,2025,1.18
2025-09-06,Creighton Bluejays - Denver Pioneers 2:0,United States. NCAA D1 Non-conference matches,104.0,Creighton Bluejays,3-4-3 (100.0%),2.0,1.23,13.0,4.0,30.77,362.0,301.0,83.15,40.45,98.0,14.0,26.0,58.0,73.0,20.0,42.0,11.0,209.0,112.0,53.59,4.0,0.0,0.0,34.0,9.0,26.47,0.0,0.0,0.0,23.0,4.0,17.39,5.0,1.0,20.0,1.0,1.0,100.0,0.0,0.0,0.0,11.0,6.0,54.55,5.0,9.0,30.0,5.0,5.0,21.0,52.0,24.0,46.15,0.0,0.0,7.0,5.0,71.43,92.0,65.0,70.65,36.0,15.0,41.67,5.0,3.0,60.0,33.0,17.0,15.0,2.0,0.0,129.0,89.0,68.99,55.0,53.0,96.36,147.0,133.0,90.48,47.0,23.0,48.94,64.0,42.0,65.63,81.0,61.0,75.31,0.0,0.0,0.0,21.0,17.0,80.95,4.0,16.21,3.38,12.98,16.86,21.78,10.38,Win,2,0,Home,Denver Pioneers,2025,0.77
2025-09-02,Creighton Bluejays - Tulsa Hurricane 0:0,United States. NCAA D1 Non-conference matches,109.0,Creighton Bluejays,3-4-3 (100.0%),0.0,1.09,12.0,5.0,41.67,436.0,337.0,77.29,55.27,136.0,10.0,41.0,85.0,102.0,33.0,48.0,21.0,223.0,115.0,51.57,3.0,2.0,66.67,37.0,5.0,13.51,0.0,0.0,0.0,29.0,7.0,24.14,8.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,22.22,4.0,14.0,38.0,5.0,10.0,25.0,77.0,34.0,44.16,3.0,0.0,10.0,3.0,30.0,84.0,51.0,60.71,37.0,17.0,45.95,3.0,2.0,66.67,24.0,15.0,22.0,3.0,0.0,156.0,109.0,69.87,72.0,63.0,87.5,146.0,117.0,80.14,52.0,31.0,59.62,73.0,48.0,65.75,78.0,65.0,83.33,1.0,0.0,0.0,16.0,14.0,87.5,7.0,15.75,3.57,11.93,17.05,20.46,7.85,Draw,0,0,Home,Tulsa Hurricane,2025,-1.09
2025-08-30,Michigan Wolverines - Creighton Bluejays 3:1,United States. NCAA D1 Non-conference matches,111.0,Creighton Bluejays,3-4-3 (100.0%),1.0,1.14,6.0,2.0,33.33,425.0,347.0,81.65,54.5,146.0,23.0,59.0,64.0,99.0,36.0,49.0,14.0,309.0,147.0,47.57,4.0,0.0,0.0,34.0,3.0,8.82,1.0,0.0,0.0,35.0,2.0,5.71,7.0,1.0,14.29,3.0,0.0,0.0,1.0,1.0,100.0,10.0,3.0,30.0,3.0,4.0,22.0,5.0,6.0,12.0,128.0,51.0,39.84,1.0,3.0,10.0,6.0,60.0,110.0,64.0,58.18,41.0,20.0,48.78,8.0,4.0,50.0,39.0,10.0,19.0,3.0,0.0,153.0,107.0,69.93,72.0,65.0,90.28,154.0,139.0,90.26,57.0,33.0,57.89,66.0,48.0,72.73,88.0,66.0,75.0,2.0,0.0,0.0,36.0,26.0,72.22,7.0,14.87,3.35,13.41,18.48,20.14,4.52,Loss,1,3,Away,Michigan Wolverines,2025,-0.1399999999999999
2025-08-25,FIU Panthers - Creighton Bluejays 1:1,United States. NCAA D1 Non-conference matches,107.0,Creighton Bluejays,3-4-3 (90.46%),1.0,1.26,14.0,5.0,35.71,423.0,327.0,77.3,55.38,119.0,14.0,40.0,65.0,92.0,40.0,41.0,11.0,221.0,125.0,56.56,8.0,2.0,25.0,32.0,10.0,31.25,0.0,0.0,0.0,19.0,3.0,15.79,3.0,1.0,33.33,2.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,30.77,5.0,8.0,30.0,6.0,9.0,18.0,70.0,30.0,42.86,1.0,1.0,8.0,3.0,37.5,85.0,64.0,75.29,38.0,18.0,47.37,8.0,5.0,62.5,28.0,18.0,15.0,1.0,1.0,157.0,98.0,62.42,52.0,48.0,92.31,159.0,140.0,88.05,54.0,18.0,33.33,68.0,39.0,57.35,77.0,48.0,62.34,0.0,0.0,0.0,29.0,26.0,89.66,4.0,14.99,3.74,12.77,21.1,19.9,5.71,Draw,1,1,Away,FIU Panthers,2025,-0.26
2025-08-22,FAU Owls - Creighton Bluejays 3:0,United States. NCAA D1 Non-conference matches,113.0,Creighton Bluejays,3-4-3 (82.94%),0.0,0.96,16.0,7.0,43.75,457.0,381.0,83.37,53.72,126.0,14.0,43.0,69.0,104.0,50.0,35.0,19.0,248.0,117.0,47.18,11.0,4.0,36.36,43.0,10.0,23.26,0.0,0.0,0.0,26.0,3.0,11.54,4.0,1.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,38.46,5.0,5.0,24.0,5.0,8.0,11.0,97.0,35.0,36.08,0.0,3.0,12.0,4.0,33.33,74.0,49.0,66.22,50.0,21.0,42.0,7.0,4.0,57.14,36.0,13.0,12.0,5.0,1.0,171.0,129.0,75.44,55.0,48.0,87.27,182.0,163.0,89.56,41.0,24.0,58.54,74.0,51.0,68.92,86.0,69.0,80.23,1.0,0.0,0.0,22.0,18.0,81.82,5.0,16.64,3.49,8.97,21.5,19.5,6.84,Loss,0,3,Away,FAU Owls,2025,-0.96
